#         t          x          y          z         vx         vy         vz
      1.523     74.523     99.319    102.017    199.789     -4.060    103.607
      1.524     74.723     99.315    102.120    199.693     -4.182    103.479
      1.525     74.923     99.310    102.223    199.597     -4.304    103.351
      1.526     75.122     99.306    102.327    199.501     -4.426    103.223
      1.527     75.322     99.302    102.430    199.405     -4.547    103.095
      1.528     75.521     99.297    102.533    199.310     -4.668    102.968
      1.529     75.720     99.292    102.636    199.214     -4.788    102.841
      1.530     75.919     99.287    102.739    199.118     -4.908    102.714
      1.531     76.118     99.282    102.841    199.022     -5.028    102.587
      1.532     76.317     99.277    102.944    198.926     -5.148    102.460
      1.533     76.516     99.272    103.046    198.830     -5.267    102.333
      1.534     76.715     99.267    103.148    198.734     -5.386    102.207
      1.535     76.914     99.261    103.251    198.638     -5.505    102.081
      1.536     77.112     99.256    103.353    198.542     -5.624    101.955
      1.537     77.311     99.250    103.455    198.446     -5.742    101.829
      1.538     77.509     99.244    103.556    198.350     -5.860    101.703
      1.539     77.708     99.238    103.658    198.254     -5.977    101.577
      1.540     77.906     99.232    103.759    198.158     -6.095    101.452
      1.541     78.104     99.226    103.861    198.062     -6.212    101.327
      1.542     78.302     99.220    103.962    197.966     -6.328    101.202
      1.543     78.500     99.213    104.063    197.870     -6.445    101.077
      1.544     78.698     99.207    104.164    197.774     -6.561    100.953
      1.545     78.895     99.200    104.265    197.678     -6.677    100.828
      1.546     79.093     99.194    104.366    197.581     -6.792    100.704
      1.547     79.291     99.187    104.467    197.485     -6.908    100.580
      1.548     79.488     99.180    104.567    197.389     -7.023    100.456
      1.549     79.685     99.173    104.667    197.293     -7.137    100.332
      1.550     79.883     99.166    104.768    197.197     -7.252    100.208
      1.551     80.080     99.158    104.868    197.101     -7.366    100.085
      1.552     80.277     99.151    104.968    197.004     -7.480     99.962
      1.553     80.474     99.143    105.068    196.908     -7.593     99.839
      1.554     80.671     99.136    105.168    196.812     -7.707     99.716
      1.555     80.867     99.128    105.267    196.716     -7.820     99.593
      1.556     81.064     99.120    105.367    196.620     -7.933     99.470
      1.557     81.261     99.112    105.466    196.523     -8.045     99.348
      1.558     81.457     99.104    105.565    196.427     -8.157     99.226
      1.559     81.653     99.096    105.665    196.331     -8.269     99.104
      1.560     81.850     99.087    105.764    196.235     -8.381     98.982
      1.561     82.046     99.079    105.863    196.139     -8.492     98.860
      1.562     82.242     99.070    105.961    196.042     -8.604     98.739
      1.563     82.438     99.062    106.060    195.946     -8.714     98.617
      1.564     82.634     99.053    106.159    195.850     -8.825     98.496
      1.565     82.830     99.044    106.257    195.754     -8.935     98.375
      1.566     83.025     99.035    106.355    195.657     -9.045     98.254
      1.567     83.221     99.026    106.454    195.561     -9.155     98.134
      1.568     83.416     99.017    106.552    195.465     -9.265     98.013
      1.569     83.612     99.007    106.650    195.369     -9.374     97.893
      1.570     83.807     98.998    106.747    195.272     -9.483     97.773
      1.571     84.002     98.988    106.845    195.176     -9.592     97.653
      1.572     84.198     98.979    106.943    195.080     -9.700     97.533
      1.573     84.393     98.969    107.040    194.984     -9.808     97.413
      1.574     84.588     98.959    107.138    194.887     -9.916     97.294
      1.575     84.782     98.949    107.235    194.791    -10.024     97.174
      1.576     84.977     98.939    107.332    194.695    -10.131     97.055
      1.577     85.172     98.929    107.429    194.599    -10.238     96.936
      1.578     85.366     98.919    107.526    194.502    -10.345     96.817
      1.579     85.561     98.908    107.623    194.406    -10.452     96.698
      1.580     85.755     98.898    107.719    194.310    -10.558     96.580
      1.581     85.949     98.887    107.816    194.214    -10.665     96.462
      1.582     86.144     98.876    107.912    194.117    -10.770     96.343
      1.583     86.338     98.866    108.008    194.021    -10.876     96.225
      1.584     86.532     98.855    108.105    193.925    -10.981     96.108
      1.585     86.725     98.844    108.201    193.829    -11.086     95.990
      1.586     86.919     98.833    108.297    193.732    -11.191     95.872
      1.587     87.113     98.821    108.392    193.636    -11.296     95.755
      1.588     87.307     98.810    108.488    193.540    -11.400     95.638
      1.589     87.500     98.798    108.584    193.444    -11.504     95.521
      1.590     87.693     98.787    108.679    193.348    -11.608     95.404
      1.591     87.887     98.775    108.774    193.251    -11.712     95.287
      1.592     88.080     98.764    108.870    193.155    -11.815     95.170
      1.593     88.273     98.752    108.965    193.059    -11.918     95.054
      1.594     88.466     98.740    109.060    192.963    -12.021     94.938
      1.595     88.659     98.728    109.155    192.867    -12.124     94.822
      1.596     88.852     98.715    109.249    192.771    -12.226     94.706
      1.597     89.045     98.703    109.344    192.674    -12.328     94.590
      1.598     89.237     98.691    109.439    192.578    -12.430     94.474
      1.599     89.430     98.678    109.533    192.482    -12.532     94.359
      1.600     89.622     98.666    109.627    192.386    -12.633     94.244
      1.601     89.814     98.653    109.722    192.290    -12.734     94.129
      1.602     90.007     98.640    109.816    192.194    -12.835     94.014
      1.603     90.199     98.627    109.910    192.098    -12.936     93.899
      1.604     90.391     98.614    110.003    192.002    -13.036     93.784
      1.605     90.583     98.601    110.097    191.906    -13.136     93.670
      1.606     90.775     98.588    110.191    191.810    -13.236     93.555
      1.607     90.966     98.575    110.284    191.714    -13.336     93.441
      1.608     91.158     98.561    110.378    191.618    -13.436     93.327
      1.609     91.350     98.548    110.471    191.521    -13.535     93.213
      1.610     91.541     98.534    110.564    191.425    -13.634     93.100
      1.611     91.733     98.521    110.657    191.329    -13.733     92.986
      1.612     91.924     98.507    110.750    191.234    -13.831     92.873
      1.613     92.115     98.493    110.843    191.138    -13.929     92.759
      1.614     92.306     98.479    110.936    191.042    -14.027     92.646
      1.615     92.497     98.465    111.028    190.946    -14.125     92.533
      1.616     92.688     98.451    111.121    190.850    -14.223     92.421
      1.617     92.879     98.437    111.213    190.754    -14.320     92.308
      1.618     93.069     98.422    111.305    190.658    -14.417     92.195
      1.619     93.260     98.408    111.397    190.562    -14.514     92.083
      1.620     93.451     98.393    111.489    190.466    -14.611     91.971
      1.621     93.641     98.378    111.581    190.370    -14.708     91.859
      1.622     93.831     98.364    111.673    190.274    -14.804     91.747
      1.623     94.022     98.349    111.765    190.179    -14.900     91.635
